epoch	 loss	 RMSE_Etot	 RMSE_Ei	 RMSE_F	 real_lr	 epoch_time	 wall_time
1 8.540361e+00 8.373546e+00 3.543230e-01 1.668154e-01 1.000000e-03 81.770432472229 81.78490686416626
2 1.682844e+00 1.619413e+00 2.395105e-01 6.343042e-02 1.000000e-03 51.802581548690796 133.74571132659912
3 1.423219e+00 1.368649e+00 2.392071e-01 5.457046e-02 1.000000e-03 48.79616904258728 182.5814390182495
4 3.594599e+00 3.542335e+00 2.602338e-01 5.226390e-02 1.000000e-03 48.646830320358276 231.26912331581116
5 1.035090e+00 9.840095e-01 2.366287e-01 5.108016e-02 1.000000e-03 47.95630884170532 279.2537417411804
6 8.424664e-01 7.918052e-01 2.338894e-01 5.066124e-02 1.000000e-03 47.995508432388306 327.28786444664
7 7.914144e-01 7.413029e-01 2.322949e-01 5.011151e-02 1.000000e-03 48.437498569488525 375.76540303230286
8 7.878707e-01 7.380426e-01 2.309695e-01 4.982806e-02 1.000000e-03 48.34382963180542 424.1514480113983
9 7.658603e-01 7.166091e-01 2.294499e-01 4.925115e-02 1.000000e-03 49.1742000579834 473.3580973148346
10 7.655604e-01 7.165814e-01 2.283958e-01 4.897899e-02 1.000000e-03 49.42394304275513 522.8244280815125
11 7.636069e-01 7.149105e-01 2.274525e-01 4.869642e-02 1.000000e-03 49.16758990287781 572.0325925350189
12 7.648857e-01 7.163428e-01 2.266743e-01 4.854292e-02 1.000000e-03 48.75150799751282 620.8245611190796
13 7.661217e-01 7.177582e-01 2.258534e-01 4.836357e-02 1.000000e-03 49.29666042327881 670.1524846553802
14 7.650049e-01 7.167586e-01 2.253890e-01 4.824629e-02 1.000000e-03 49.426271200180054 719.608160495758
15 7.648570e-01 7.166648e-01 2.247714e-01 4.819217e-02 1.000000e-03 49.12897515296936 768.76615858078
16 7.641038e-01 7.159750e-01 2.240139e-01 4.812876e-02 1.000000e-03 49.23848843574524 818.0341529846191
17 7.644275e-01 7.165166e-01 2.235395e-01 4.791089e-02 1.000000e-03 49.24103856086731 867.3071432113647
18 7.633898e-01 7.156210e-01 2.231258e-01 4.776880e-02 1.000000e-03 49.076096534729004 916.4122083187103
19 7.626532e-01 7.149463e-01 2.225640e-01 4.770693e-02 1.000000e-03 48.546578884124756 965.0014860630035
20 7.634345e-01 7.158290e-01 2.221421e-01 4.760543e-02 1.000000e-03 49.24454426765442 1014.2874608039856
21 7.811611e-01 7.267751e-01 2.216744e-01 5.438596e-02 1.000000e-03 48.4301872253418 1062.7474822998047
22 7.630402e-01 7.154630e-01 2.214849e-01 4.757728e-02 1.000000e-03 49.23013687133789 1112.006195306778
23 7.628060e-01 7.152831e-01 2.211310e-01 4.752294e-02 1.000000e-03 48.15587496757507 1160.1946165561676
24 7.620277e-01 7.146295e-01 2.209648e-01 4.739811e-02 1.000000e-03 49.32054805755615 1209.5436725616455
25 7.611029e-01 7.138350e-01 2.207951e-01 4.726788e-02 1.000000e-03 48.77327370643616 1258.3586311340332
26 7.614266e-01 7.141936e-01 2.206089e-01 4.723294e-02 1.000000e-03 47.93644309043884 1306.3360531330109
27 7.606651e-01 7.134330e-01 2.202804e-01 4.723210e-02 1.000000e-03 48.94381284713745 1355.3034086227417
28 8.136961e-01 7.662937e-01 2.202677e-01 4.740244e-02 1.000000e-03 48.90341591835022 1404.2464566230774
29 7.601822e-01 7.131490e-01 2.197525e-01 4.703324e-02 1.000000e-03 49.21769309043884 1453.491942167282
30 7.594355e-01 7.124237e-01 2.196644e-01 4.701177e-02 1.000000e-03 49.067617893218994 1502.5978083610535
31 7.588397e-01 7.118967e-01 2.195646e-01 4.694309e-02 1.000000e-03 49.157408475875854 1551.799464225769
