epoch	 loss	 RMSE_Etot	 RMSE_Ei	 RMSE_F	 real_lr	 epoch_time	 wall_time
1 1.977973e+01 1.962552e+01 1.987673e-01 1.542123e-01 1.000000e-03 544.6841704845428 544.6980876922607
2 1.099494e-01 6.725545e-02 7.173977e-02 4.269393e-02 1.000000e-03 542.83607172966 1087.8764407634735
3 8.255752e-02 4.132243e-02 7.139377e-02 4.123509e-02 1.000000e-03 541.5317630767822 1629.4592113494873
4 8.060249e-02 4.001555e-02 7.122581e-02 4.058694e-02 1.000000e-03 542.7971067428589 2172.305642604828
5 7.896051e-02 3.880632e-02 7.043874e-02 4.015419e-02 1.000000e-03 538.5846066474915 2710.9391226768494
6 7.807222e-02 3.826695e-02 6.932524e-02 3.980527e-02 1.000000e-03 540.8076899051666 3251.7969522476196
7 7.750844e-02 3.797058e-02 6.876679e-02 3.953786e-02 1.000000e-03 537.8435816764832 3789.689921617508
8 7.719772e-02 3.786524e-02 6.837442e-02 3.933248e-02 1.000000e-03 544.3233869075775 4334.063366889954
9 7.679108e-02 3.762125e-02 6.797929e-02 3.916984e-02 1.000000e-03 536.9712088108063 4871.083332538605
10 7.651282e-02 3.747824e-02 6.781729e-02 3.903458e-02 1.000000e-03 532.9024949073792 5404.030480384827
11 7.620056e-02 3.728267e-02 6.769806e-02 3.891789e-02 1.000000e-03 535.3972437381744 5939.478505373001
12 7.610949e-02 3.729880e-02 6.747463e-02 3.881069e-02 1.000000e-03 546.7047574520111 6486.230953216553
13 7.585816e-02 3.713713e-02 6.743203e-02 3.872104e-02 1.000000e-03 542.0457539558411 7028.326491117477
14 7.588773e-02 3.724543e-02 6.733094e-02 3.864230e-02 1.000000e-03 545.6966910362244 7574.07183432579
15 7.556375e-02 3.698907e-02 6.711716e-02 3.857468e-02 1.000000e-03 541.9878058433533 8116.096285104752
16 7.549293e-02 3.698047e-02 6.705485e-02 3.851246e-02 1.000000e-03 539.0479197502136 8655.20497584343
17 7.542913e-02 3.697109e-02 6.682285e-02 3.845803e-02 1.000000e-03 534.5476875305176 9189.802960157394
18 7.531625e-02 3.690858e-02 6.676712e-02 3.840767e-02 1.000000e-03 540.0819313526154 9729.932584285736
19 7.527657e-02 3.690976e-02 6.670569e-02 3.836681e-02 1.000000e-03 536.6638958454132 10266.647089004517
20 7.517787e-02 3.685187e-02 6.657012e-02 3.832600e-02 1.000000e-03 542.5983810424805 10809.29474067688
21 7.507179e-02 3.678047e-02 6.652005e-02 3.829132e-02 1.000000e-03 534.3021903038025 11343.646158218384
22 7.501616e-02 3.675939e-02 6.646261e-02 3.825678e-02 1.000000e-03 537.0474925041199 11880.748208761215
23 7.499103e-02 3.676409e-02 6.633371e-02 3.822694e-02 1.000000e-03 548.0070924758911 12428.808118104935
24 7.492139e-02 3.672378e-02 6.630808e-02 3.819760e-02 1.000000e-03 548.6356267929077 12977.49331331253
25 7.473946e-02 3.656507e-02 6.629668e-02 3.817439e-02 1.000000e-03 546.035569190979 13523.580888986588
26 7.460039e-02 3.645068e-02 6.628724e-02 3.814971e-02 1.000000e-03 542.3144869804382 14065.943449735641
27 7.459935e-02 3.647484e-02 6.619994e-02 3.812451e-02 1.000000e-03 537.6174821853638 14603.612008094788
28 7.462147e-02 3.651783e-02 6.622112e-02 3.810364e-02 1.000000e-03 542.0774457454681 15145.739300966263
29 7.455404e-02 3.647003e-02 6.613342e-02 3.808402e-02 1.000000e-03 535.026073217392 15680.801217556
30 7.451503e-02 3.645146e-02 6.608730e-02 3.806357e-02 1.000000e-03 538.57532954216 16219.500391960144
