epoch	 loss	 RMSE_Etot	 RMSE_Ei	 RMSE_F	 real_lr	 epoch_time	 wall_time
1 4.906905e+00 4.694990e+00 0.000000e+00 2.119150e-01 9.500064e-04 43.30042219161987 43.31574511528015
2 1.064137e+00 1.000916e+00 0.000000e+00 6.322066e-02 9.500064e-04 26.315927982330322 69.66863107681274
3 1.261499e+00 1.211848e+00 0.000000e+00 4.965067e-02 9.500064e-04 25.101320505142212 94.8075819015503
4 4.739009e-01 4.292109e-01 0.000000e+00 4.469000e-02 9.500064e-04 24.17593789100647 119.01267600059509
5 4.024689e-01 3.594752e-01 0.000000e+00 4.299366e-02 9.500064e-04 24.283509969711304 143.33271479606628
6 4.298192e-01 3.890093e-01 0.000000e+00 4.080993e-02 9.500064e-04 25.18838119506836 168.55756545066833
7 4.726458e-01 4.332337e-01 0.000000e+00 3.941220e-02 9.500064e-04 26.471431255340576 195.05759263038635
8 4.565982e-01 4.195535e-01 0.000000e+00 3.704465e-02 9.025122e-04 28.717971563339233 223.79569482803345
9 8.475972e-01 8.072056e-01 0.000000e+00 4.039162e-02 9.025122e-04 31.445842504501343 255.27211594581604
10 5.171678e-01 4.810581e-01 0.000000e+00 3.610969e-02 9.025122e-04 25.77771234512329 281.0854995250702
11 5.654545e-01 5.295125e-01 0.000000e+00 3.594198e-02 9.025122e-04 25.65035915374756 306.76651310920715
12 6.747337e-01 6.385139e-01 0.000000e+00 3.621984e-02 9.025122e-04 25.119494199752808 331.9155969619751
13 6.459732e-01 6.101079e-01 0.000000e+00 3.586536e-02 9.025122e-04 24.93506169319153 356.8794891834259
14 5.920668e-01 5.566029e-01 0.000000e+00 3.546392e-02 9.025122e-04 24.993645429611206 381.90534925460815
15 6.090699e-01 5.739065e-01 0.000000e+00 3.516340e-02 9.025122e-04 26.567228078842163 408.5022306442261
16 1.649542e+00 1.609134e+00 0.000000e+00 4.040810e-02 9.025122e-04 31.743694067001343 440.27297043800354
17 4.428828e-01 4.085489e-01 0.000000e+00 3.433388e-02 9.025122e-04 31.23729395866394 471.543315410614
18 5.422735e-01 5.085808e-01 0.000000e+00 3.369276e-02 9.025122e-04 25.6355037689209 497.21043634414673
19 5.236445e-01 4.904951e-01 0.000000e+00 3.314945e-02 9.025122e-04 24.003305435180664 521.2429473400116
